seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
k141_25134||full	0.793	1.000	1.000	ssDNA	1246	0	50.000	0.000
k141_25145||full	0.900	0.980	0.980	ssDNA	1062	0	66.700	0.000
k141_70566||full	0.793	0.380	0.793	dsDNAphage	2291	0	50.000	0.000
k141_138610||full	0.547	0.953	0.953	ssDNA	1373	0	33.300	0.000
k141_93342||full	0.720	0.567	0.720	dsDNAphage	1033	0	33.300	0.000
k141_14009||full	0.940	1.000	1.000	ssDNA	1641	0	50.000	0.000
k141_172750||full	0.700	0.987	0.987	ssDNA	1165	0	33.300	0.000
k141_138638||full	0.553	0.813	0.813	ssDNA	1177	0	50.000	0.000
k141_172796||full	0.867	0.480	0.867	dsDNAphage	813	0	50.000	0.000
k141_47955||full	0.580	0.993	0.993	ssDNA	1062	0	33.300	0.000
k141_93433||full	0.533	0.053	0.533	dsDNAphage	1401	0	50.000	25.000
k141_127531||full	0.340	0.773	0.773	ssDNA	1525	0	33.300	0.000
k141_14096||full	0.340	0.853	0.853	ssDNA	1788	0	50.000	0.000
k141_150158||full	0.873	0.827	0.873	dsDNAphage	2460	0	40.000	0.000
k141_127539||full	0.520	0.947	0.947	ssDNA	880	0	33.300	0.000
k141_48000||full	0.587	0.213	0.587	dsDNAphage	1055	0	50.000	0.000
k141_82126||full	0.533	0.293	0.533	dsDNAphage	1877	0	33.300	0.000
k141_14127||full	0.900	1.000	1.000	ssDNA	1611	0	100.000	0.000
k141_172860||full	0.953	0.060	0.953	dsDNAphage	1587	1	66.700	33.300
k141_116055||full	0.527	0.280	0.527	dsDNAphage	1754	0	33.300	0.000
k141_25310||full	0.367	0.900	0.900	ssDNA	1461	0	33.300	0.000
k141_127583||full	0.953	0.187	0.953	dsDNAphage	8489	1	40.000	0.000
k141_14161||full	0.767	1.000	1.000	ssDNA	1103	0	50.000	0.000
k141_82180||full	0.500	0.033	0.500	dsDNAphage	2038	0	66.700	33.300
k141_25346||full	0.980	0.487	0.980	dsDNAphage	1390	1	66.700	0.000
k141_161630||full	0.580	0.787	0.787	ssDNA	1232	0	25.000	0.000
k141_93518||full	0.753	0.647	0.753	dsDNAphage	1312	0	66.700	0.000
k141_104860||full	0.633	0.087	0.633	dsDNAphage	1152	0	33.300	0.000
k141_14206||full	0.993	0.733	0.993	dsDNAphage	3125	1	50.000	0.000
k141_116122||full	0.927	0.993	0.993	ssDNA	1059	0	66.700	0.000
k141_161647||full	0.887	0.187	0.887	dsDNAphage	3149	0	80.000	0.000
k141_14227||full	0.400	0.980	0.980	ssDNA	2987	0	50.000	0.000
k141_138828||full	0.580	0.047	0.580	dsDNAphage	1749	0	25.000	0.000
k141_59558||full	0.320	0.933	0.933	ssDNA	1806	0	50.000	0.000
k141_70825||full	0.513	0.167	0.513	dsDNAphage	1260	0	75.000	25.000
k141_127690||full	0.520	0.307	0.520	dsDNAphage	2098	0	20.000	0.000
k141_138848||full	0.340	0.913	0.913	ssDNA	1002	0	50.000	0.000
k141_82266||full	0.553	0.153	0.553	dsDNAphage	1190	0	33.300	0.000
k141_104933||full	0.560	0.687	0.687	ssDNA	1670	0	50.000	0.000
k141_14275||full	1.000	0.820	1.000	dsDNAphage	2983	3	100.000	0.000
k141_104959||full	0.640	0.607	0.640	dsDNAphage	789	0	33.300	0.000
k141_104967||full	0.507	0.173	0.507	dsDNAphage	1520	0	50.000	0.000
k141_172984||full	0.933	0.440	0.933	dsDNAphage	2116	0	11.100	0.000
k141_36733||full	0.833	0.053	0.833	dsDNAphage	2401	0	75.000	25.000
k141_36735||full	0.607	0.940	0.940	ssDNA	1399	0	50.000	0.000
k141_138896||full	0.613	0.333	0.613	dsDNAphage	1484	0	50.000	0.000
k141_116210||full	0.987	0.627	0.987	dsDNAphage	1212	0	50.000	0.000
k141_161754||full	0.680	0.027	0.680	dsDNAphage	1587	0	66.700	33.300
k141_2712||full	0.807	0.980	0.980	ssDNA	1074	0	33.300	0.000
k141_104990||full	0.887	0.993	0.993	ssDNA	1112	0	33.300	0.000
k141_93675||full	0.293	1.000	1.000	ssDNA	1498	0	50.000	0.000
k141_25485||full	0.480	0.960	0.960	ssDNA	1609	0	50.000	0.000
k141_25492||full	0.560	0.793	0.793	ssDNA	1157	0	33.300	0.000
k141_105021||full	0.780	0.093	0.780	dsDNAphage	1627	1	33.300	0.000
k141_173053||full	0.407	0.993	0.993	ssDNA	1154	0	50.000	0.000
k141_116278||full	0.933	1.000	1.000	ssDNA	1392	0	100.000	0.000
k141_82406||full	0.527	1.000	1.000	ssDNA	1525	0	33.300	0.000
k141_48284||full	0.640	0.293	0.640	dsDNAphage	1147	0	50.000	0.000
k141_2816||full	0.260	0.513	0.513	ssDNA	2642	0	25.000	0.000
k141_105077||full	0.833	0.333	0.833	dsDNAphage	2426	0	33.300	0.000
k141_173127||full	0.507	0.673	0.673	ssDNA	1470	0	50.000	0.000
k141_173134||full	0.800	0.987	0.987	ssDNA	1539	0	33.300	0.000
k141_173137||full	0.280	0.553	0.553	ssDNA	2676	0	33.300	0.000
k141_127845||full	0.360	0.760	0.760	ssDNA	1184	0	33.300	0.000
k141_59792||full	0.880	0.993	0.993	ssDNA	2127	0	33.300	0.000
k141_139046||full	0.840	0.173	0.840	dsDNAphage	2166	0	60.000	0.000
k141_71075||full	0.807	0.980	0.980	ssDNA	1081	0	100.000	0.000
k141_82472||full	0.533	0.127	0.533	dsDNAphage	1416	0	50.000	25.000
k141_116414||full	0.587	0.460	0.587	dsDNAphage	1576	0	33.300	0.000
k141_48369||full	0.427	0.880	0.880	ssDNA	1412	0	50.000	0.000
k141_161938||full	0.527	0.213	0.527	dsDNAphage	1034	0	33.300	0.000
k141_48374||full	0.840	0.220	0.840	dsDNAphage	1059	0	25.000	0.000
k141_127907||full	0.540	0.960	0.960	ssDNA	1589	0	50.000	0.000
k141_2886||full	0.487	0.873	0.873	ssDNA	1812	0	50.000	0.000
k141_93863||full	0.567	0.100	0.567	dsDNAphage	1931	0	25.000	0.000
k141_105191||full	0.887	0.293	0.887	dsDNAphage	1179	0	33.300	0.000
k141_93871||full	0.893	0.647	0.893	dsDNAphage	2745	0	50.000	0.000
k141_150582||full	0.600	0.147	0.600	dsDNAphage	1551	0	50.000	25.000
k141_150589||full	0.627	0.413	0.627	dsDNAphage	1260	0	33.300	0.000
k141_71140||full	0.373	0.947	0.947	ssDNA	1145	0	33.300	0.000
k141_116490||full	0.953	0.433	0.953	dsDNAphage	1440	1	50.000	0.000
k141_2919||full	0.947	0.993	0.993	ssDNA	1037	0	66.700	0.000
k141_150605||full	0.640	0.860	0.860	ssDNA	1693	0	66.700	0.000
k141_59885||full	0.973	0.480	0.973	dsDNAphage	1361	1	50.000	0.000
k141_173244||full	0.467	0.760	0.760	ssDNA	1489	0	50.000	0.000
k141_127967||full	0.707	0.980	0.980	ssDNA	996	0	50.000	0.000
k141_82562||full	0.913	0.347	0.913	dsDNAphage	1936	1	33.300	0.000
k141_93920||full	0.713	0.887	0.887	ssDNA	2745	0	50.000	0.000
k141_173259||full	0.780	0.127	0.780	dsDNAphage	2404	0	20.000	0.000
k141_173260||full	0.467	0.947	0.947	ssDNA	1035	0	50.000	0.000
k141_128027||full	0.687	0.960	0.960	ssDNA	2347	0	50.000	0.000
k141_25755||full	0.720	0.200	0.720	dsDNAphage	1506	0	33.300	0.000
k141_105358||full	0.913	0.780	0.913	dsDNAphage	1212	1	50.000	0.000
k141_71302||full	0.793	0.100	0.793	dsDNAphage	3551	0	57.100	14.300
k141_173392||full	0.987	1.000	1.000	ssDNA	1481	0	100.000	0.000
k141_173401||full	1.000	0.953	1.000	dsDNAphage	1332	0	100.000	0.000
k141_105382||full	0.367	0.793	0.793	ssDNA	1673	0	100.000	0.000
k141_25837||full	0.473	0.907	0.907	ssDNA	1935	0	50.000	0.000
k141_37205||full	0.667	0.007	0.667	dsDNAphage	5795	0	54.500	18.200
k141_162158||full	0.253	0.513	0.513	ssDNA	1077	0	50.000	0.000
k141_162165||full	0.507	0.987	0.987	ssDNA	1157	0	33.300	0.000
k141_37224||full	0.667	0.567	0.667	dsDNAphage	1569	0	66.700	0.000
k141_162170||full	0.620	0.500	0.620	dsDNAphage	2230	0	25.000	0.000
k141_128138||full	0.660	0.260	0.660	dsDNAphage	1074	0	33.300	0.000
k141_25874||full	0.647	0.580	0.647	dsDNAphage	976	0	50.000	0.000
k141_139339||full	0.747	0.100	0.747	dsDNAphage	2334	0	60.000	20.000
k141_94104||full	0.547	0.967	0.967	ssDNA	1184	0	50.000	0.000
k141_71359||full	0.893	1.000	1.000	ssDNA	1271	0	100.000	0.000
k141_162205||full	0.740	0.100	0.740	dsDNAphage	1744	1	33.300	0.000
k141_173468||full	0.647	1.000	1.000	ssDNA	1290	0	100.000	0.000
k141_14781||full	0.213	0.767	0.767	ssDNA	2347	0	33.300	0.000
k141_128187||full	0.720	0.373	0.720	dsDNAphage	2494	0	20.000	0.000
k141_139378||full	0.913	0.387	0.913	dsDNAphage	1398	1	66.700	0.000
k141_162234||full	0.907	0.873	0.907	dsDNAphage	2538	0	20.000	0.000
k141_150861||full	0.520	0.773	0.773	ssDNA	1415	0	33.300	0.000
k141_60071||full	0.900	0.953	0.953	ssDNA	1046	0	33.300	0.000
k141_173549||full	0.640	0.040	0.640	dsDNAphage	1410	0	66.700	33.300
k141_139416||full	0.973	0.207	0.973	dsDNAphage	2986	2	33.300	0.000
k141_37332||full	0.747	0.047	0.747	dsDNAphage	1897	0	25.000	0.000
k141_139431||full	0.387	0.920	0.920	ssDNA	984	0	50.000	0.000
k141_37340||full	0.687	0.960	0.960	ssDNA	1742	0	33.300	0.000
k141_173565||full	0.407	0.760	0.760	ssDNA	1074	0	50.000	0.000
k141_139484||full	0.440	0.987	0.987	ssDNA	1137	0	50.000	0.000
k141_128330||full	0.733	0.327	0.733	dsDNAphage	1232	0	100.000	0.000
k141_71506||full	0.987	0.967	0.987	dsDNAphage	2149	1	100.000	0.000
k141_37421||full	0.880	0.833	0.880	dsDNAphage	2013	0	20.000	0.000
k141_173646||full	0.640	0.967	0.967	ssDNA	1984	0	66.700	0.000
k141_151014||full	0.547	0.113	0.547	dsDNAphage	1733	0	50.000	25.000
k141_71554||full	0.940	0.013	0.940	dsDNAphage	2380	2	50.000	50.000
k141_173659||full	0.673	1.000	1.000	ssDNA	1625	0	50.000	0.000
k141_37485||full	0.427	0.653	0.653	ssDNA	1596	0	50.000	0.000
k141_151050||full	1.000	0.587	1.000	dsDNAphage	5981	2	100.000	0.000
k141_26114||full	0.940	0.027	0.940	dsDNAphage	3321	1	28.600	14.300
k141_94346||full	0.767	0.907	0.907	ssDNA	1051	0	50.000	0.000
k141_128419||full	0.553	0.180	0.553	dsDNAphage	2418	0	50.000	0.000
k141_139603||full	0.627	0.860	0.860	ssDNA	3521	0	60.000	0.000
k141_116991||full	0.640	0.087	0.640	dsDNAphage	1541	0	25.000	0.000
k141_139628||full	0.840	0.507	0.840	dsDNAphage	1098	0	33.300	0.000
k141_15047||full	1.000	0.107	1.000	dsDNAphage	3472	5	71.400	14.300
k141_173731||full	0.400	0.847	0.847	ssDNA	1839	0	50.000	0.000
k141_128446||full	0.500	0.280	0.500	dsDNAphage	1947	0	66.700	0.000
k141_60281||full	0.553	0.413	0.553	dsDNAphage	1393	0	50.000	0.000
k141_139648||full	0.620	0.993	0.993	ssDNA	1114	0	100.000	0.000
k141_60297||full	0.887	0.867	0.887	dsDNAphage	1117	1	100.000	0.000
k141_105727||full	0.640	0.460	0.640	dsDNAphage	1513	0	50.000	0.000
k141_105742||full	0.747	0.093	0.747	dsDNAphage	1023	2	66.700	33.300
k141_15098||full	0.540	0.307	0.540	dsDNAphage	1082	0	33.300	0.000
k141_151171||full	0.880	0.780	0.880	dsDNAphage	1001	0	100.000	0.000
k141_26207||full	0.560	0.040	0.560	dsDNAphage	2882	0	50.000	25.000
k141_3502||full	0.753	0.200	0.753	dsDNAphage	2796	2	50.000	0.000
k141_173807||full	0.720	0.787	0.787	ssDNA	1637	0	25.000	0.000
k141_37658||full	0.960	0.907	0.960	dsDNAphage	1790	0	20.000	0.000
k141_173823||full	0.473	0.980	0.980	ssDNA	1764	0	33.300	0.000
k141_37663||full	0.533	0.133	0.533	dsDNAphage	1318	0	33.300	0.000
k141_37664||full	0.987	0.993	0.993	ssDNA	1236	0	33.300	0.000
k141_105837||full	0.287	0.847	0.847	ssDNA	1201	0	50.000	0.000
k141_162614||full	0.553	0.147	0.553	dsDNAphage	1519	0	33.300	0.000
k141_37680||full	0.933	0.327	0.933	dsDNAphage	1788	1	50.000	0.000
k141_37686||full	0.700	0.093	0.700	dsDNAphage	1812	0	50.000	0.000
k141_162636||full	0.833	0.307	0.833	dsDNAphage	1573	0	25.000	0.000
k141_173857||full	0.660	0.840	0.840	ssDNA	1029	0	33.300	0.000
k141_37702||full	0.767	0.127	0.767	dsDNAphage	1577	0	66.700	33.300
k141_3572||full	0.667	0.240	0.667	dsDNAphage	2026	0	33.300	0.000
k141_94498||full	0.540	0.907	0.907	ssDNA	2560	0	66.700	0.000
k141_117162||full	0.660	0.227	0.660	dsDNAphage	1235	0	25.000	0.000
k141_105883||full	0.913	0.180	0.913	dsDNAphage	1168	0	33.300	0.000
k141_37716||full	0.400	0.820	0.820	ssDNA	1760	0	33.300	0.000
k141_71776||full	0.753	0.987	0.987	ssDNA	1066	0	33.300	0.000
k141_37724||full	0.707	0.020	0.707	dsDNAphage	1795	0	66.700	33.300
k141_151271||full	0.907	0.973	0.973	ssDNA	1441	0	66.700	0.000
k141_94535||full	0.933	1.000	1.000	ssDNA	2163	0	100.000	0.000
k141_26321||full	1.000	0.887	1.000	dsDNAphage	1890	0	66.700	0.000
k141_60485||full	0.587	0.940	0.940	ssDNA	1032	0	33.300	0.000
k141_162701||full	0.887	0.867	0.887	dsDNAphage	1144	0	33.300	0.000
k141_151289||full	0.727	0.120	0.727	dsDNAphage	1212	1	33.300	0.000
k141_117239||full	0.780	1.000	1.000	ssDNA	1716	0	66.700	0.000
k141_117261||full	0.760	0.467	0.760	dsDNAphage	1045	0	25.000	0.000
k141_26382||full	0.693	0.173	0.693	dsDNAphage	1637	0	40.000	20.000
k141_117279||full	0.387	0.967	0.967	ssDNA	925	0	50.000	0.000
k141_26410||full	0.820	0.867	0.867	ssDNA	4336	0	33.300	0.000
k141_3686||full	0.433	0.953	0.953	ssDNA	1510	0	33.300	0.000
k141_94641||full	0.620	0.760	0.760	ssDNA	1234	0	50.000	0.000
k141_26431||full	0.513	0.913	0.913	ssDNA	1005	0	33.300	0.000
k141_60573||full	0.847	1.000	1.000	ssDNA	1923	0	66.700	0.000
k141_117304||full	0.807	0.987	0.987	ssDNA	2948	0	66.700	0.000
k141_60583||full	0.680	0.060	0.680	dsDNAphage	2268	1	33.300	0.000
k141_26449||full	0.560	0.167	0.560	dsDNAphage	1273	0	50.000	0.000
k141_15306||full	0.760	0.027	0.760	dsDNAphage	4159	1	25.000	0.000
k141_106050||full	0.960	1.000	1.000	ssDNA	1249	0	100.000	0.000
k141_106051||full	0.687	0.500	0.687	dsDNAphage	1835	0	50.000	0.000
k141_94688||full	0.573	0.953	0.953	ssDNA	1589	0	33.300	0.000
k141_174065||full	0.287	0.753	0.753	ssDNA	989	0	50.000	0.000
k141_71970||full	0.613	0.567	0.613	dsDNAphage	3139	0	40.000	0.000
k141_83454||full	0.700	0.887	0.887	ssDNA	2189	0	66.700	0.000
k141_3777||full	0.867	0.720	0.867	dsDNAphage	846	0	50.000	0.000
k141_3784||full	0.647	0.033	0.647	dsDNAphage	1415	0	66.700	33.300
k141_49317||full	0.713	0.953	0.953	ssDNA	962	0	50.000	0.000
k141_174104||full	0.987	0.973	0.987	dsDNAphage	3666	1	40.000	0.000
k141_151499||full	0.940	1.000	1.000	ssDNA	1519	0	75.000	0.000
k141_72034||full	0.793	0.933	0.933	ssDNA	1963	0	33.300	0.000
k141_37965||full	0.733	0.620	0.733	dsDNAphage	1586	0	66.700	0.000
k141_128909||full	0.640	0.100	0.640	dsDNAphage	2008	0	60.000	20.000
k141_3848||full	0.540	0.093	0.540	dsDNAphage	2896	0	14.300	0.000
k141_117467||full	0.880	0.527	0.880	dsDNAphage	1050	0	25.000	0.000
k141_83543||full	0.720	0.740	0.740	ssDNA	1678	0	50.000	0.000
k141_38014||full	0.633	0.080	0.633	dsDNAphage	1675	0	33.300	0.000
k141_3870||full	0.920	0.747	0.920	dsDNAphage	2414	0	25.000	0.000
k141_117503||full	0.947	0.267	0.947	dsDNAphage	1023	1	33.300	0.000
k141_72088||full	0.833	1.000	1.000	ssDNA	1227	0	50.000	0.000
k141_151570||full	0.400	0.920	0.920	ssDNA	1827	0	50.000	0.000
k141_72094||full	0.620	0.967	0.967	ssDNA	1204	0	50.000	0.000
k141_83574||full	0.620	0.153	0.620	dsDNAphage	1610	0	33.300	0.000
k141_15475||full	0.753	0.973	0.973	ssDNA	1625	0	66.700	0.000
k141_128972||full	0.533	0.873	0.873	ssDNA	1391	0	33.300	0.000
k141_83599||full	0.747	0.287	0.747	dsDNAphage	1282	0	66.700	33.300
k141_140250||full	0.433	0.953	0.953	ssDNA	1993	0	33.300	0.000
k141_117581||full	0.627	0.353	0.627	dsDNAphage	3348	0	66.700	0.000
k141_151599||full	0.973	0.993	0.993	ssDNA	1009	0	100.000	0.000
k141_26662||full	0.480	0.993	0.993	ssDNA	1362	0	50.000	0.000
k141_72177||full	0.547	0.313	0.547	dsDNAphage	1040	0	50.000	0.000
k141_3944||full	0.533	0.067	0.533	dsDNAphage	1391	0	25.000	0.000
k141_60707||full	0.667	0.020	0.667	dsDNAphage	2368	0	50.000	25.000
k141_38132||full	0.793	0.140	0.793	dsDNAphage	1815	0	33.300	0.000
k141_38141||full	0.847	0.220	0.847	dsDNAphage	1871	0	14.300	0.000
k141_49511||full	0.573	0.147	0.573	dsDNAphage	1452	0	33.300	0.000
k141_60709||full	0.600	0.007	0.600	dsDNAphage	16449	0	28.100	12.500
k141_72207||full	0.700	0.607	0.700	dsDNAphage	1741	0	33.300	0.000
k141_94947||full	0.993	1.000	1.000	ssDNA	2392	0	75.000	0.000
k141_49547||full	0.607	0.973	0.973	ssDNA	638	0	50.000	0.000
k141_26720||full	0.667	0.927	0.927	ssDNA	1450	0	33.300	0.000
k141_72238||full	0.993	0.887	0.993	dsDNAphage	2178	0	42.900	0.000
k141_174350||full	0.753	0.647	0.753	dsDNAphage	2814	0	25.000	0.000
k141_15617||full	0.820	0.987	0.987	ssDNA	1282	0	100.000	0.000
k141_60762||full	0.760	0.153	0.760	dsDNAphage	1894	0	60.000	0.000
k141_95014||full	0.480	0.860	0.860	ssDNA	1459	0	50.000	0.000
k141_95025||full	0.847	0.453	0.847	dsDNAphage	1768	0	33.300	0.000
k141_49636||full	0.893	0.067	0.893	dsDNAphage	6416	1	54.500	18.200
k141_129143||full	0.413	0.980	0.980	ssDNA	1137	0	50.000	0.000
k141_49673||full	0.807	0.167	0.807	dsDNAphage	1185	0	33.300	0.000
k141_95093||full	0.507	0.967	0.967	ssDNA	1169	0	33.300	0.000
k141_83886||full	0.933	0.033	0.933	dsDNAphage	3246	1	25.000	0.000
k141_163288||full	0.593	0.807	0.807	ssDNA	1310	0	66.700	0.000
k141_60865||full	0.320	0.880	0.880	ssDNA	917	0	50.000	0.000
k141_174486||full	0.547	0.180	0.547	dsDNAphage	935	0	50.000	0.000
k141_26831||full	0.500	0.153	0.500	dsDNAphage	4403	0	16.700	0.000
k141_15701||full	1.000	0.253	1.000	dsDNAphage	1456	3	100.000	0.000
k141_38331||full	0.500	0.060	0.500	dsDNAphage	2774	0	20.000	0.000
k141_38358||full	0.533	0.067	0.533	dsDNAphage	1423	0	25.000	0.000
k141_15730||full	0.453	0.980	0.980	ssDNA	1340	0	33.300	0.000
k141_117849||full	0.673	0.067	0.673	dsDNAphage	1283	0	25.000	0.000
k141_163363||full	0.520	0.260	0.520	dsDNAphage	1893	0	66.700	0.000
k141_72433||full	0.573	0.107	0.573	dsDNAphage	1814	0	50.000	25.000
k141_129266||full	0.900	0.980	0.980	ssDNA	1506	0	75.000	0.000
k141_95183||full	0.680	0.080	0.680	dsDNAphage	1105	0	33.300	0.000
k141_83960||full	0.973	0.853	0.973	dsDNAphage	1428	1	100.000	0.000
k141_72455||full	0.640	0.127	0.640	dsDNAphage	1289	0	25.000	0.000
k141_4146||full	0.733	0.047	0.733	dsDNAphage	2799	1	25.000	0.000
k141_15800||full	0.973	0.940	0.973	dsDNAphage	1152	0	100.000	0.000
k141_129305||full	0.560	0.020	0.560	dsDNAphage	3383	0	50.000	33.300
k141_174583||full	0.473	0.993	0.993	ssDNA	821	0	50.000	0.000
k141_140538||full	0.847	0.080	0.847	dsDNAphage	1421	0	25.000	0.000
k141_140542||full	0.920	1.000	1.000	ssDNA	1046	0	66.700	0.000
k141_129325||full	0.907	0.987	0.987	ssDNA	1242	0	66.700	0.000
k141_60966||full	0.600	0.727	0.727	ssDNA	1059	0	50.000	0.000
k141_174600||full	0.940	0.093	0.940	dsDNAphage	3986	1	33.300	0.000
k141_95227||full	0.727	0.633	0.727	dsDNAphage	1854	0	25.000	0.000
k141_49812||full	0.960	0.413	0.960	dsDNAphage	1243	0	25.000	0.000
k141_174641||full	1.000	0.933	1.000	dsDNAphage	1830	1	100.000	0.000
k141_84056||full	0.980	0.913	0.980	dsDNAphage	1958	0	50.000	0.000
k141_151961||full	0.420	1.000	1.000	ssDNA	1410	0	33.300	0.000
k141_15879||full	0.507	0.307	0.507	dsDNAphage	1541	0	33.300	0.000
k141_61052||full	0.553	0.173	0.553	dsDNAphage	1096	0	33.300	0.000
k141_95315||full	0.833	0.753	0.833	dsDNAphage	1802	0	33.300	0.000
k141_15903||full	0.960	0.780	0.960	dsDNAphage	1661	0	16.700	0.000
k141_4235||full	0.447	0.973	0.973	ssDNA	985	0	50.000	0.000
k141_27041||full	0.707	0.907	0.907	ssDNA	1034	0	33.300	0.000
k141_129463||full	0.933	0.127	0.933	dsDNAphage	2307	0	50.000	12.500
k141_38595||full	0.960	0.993	0.993	ssDNA	1220	0	66.700	0.000
k141_61136||full	0.500	0.093	0.500	dsDNAphage	1041	0	66.700	33.300
k141_129489||full	0.560	0.987	0.987	ssDNA	1443	0	33.300	0.000
k141_174775||full	0.867	0.727	0.867	dsDNAphage	1455	1	66.700	0.000
k141_163586||full	0.813	0.667	0.813	dsDNAphage	1043	0	66.700	0.000
k141_118120||full	0.413	0.853	0.853	ssDNA	1384	0	33.300	0.000
k141_140747||full	0.600	0.100	0.600	dsDNAphage	969	1	50.000	0.000
k141_140749||full	0.540	0.427	0.540	dsDNAphage	1434	0	25.000	0.000
k141_27124||full	0.900	0.200	0.900	dsDNAphage	2491	1	33.300	0.000
k141_50001||full	0.567	0.200	0.567	dsDNAphage	2067	0	66.700	0.000
k141_129515||full	0.993	1.000	1.000	ssDNA	1141	0	50.000	0.000
k141_15942||full	0.973	0.447	0.973	dsDNAphage	1496	1	66.700	0.000
k141_106817||full	0.933	0.993	0.993	ssDNA	819	0	50.000	0.000
k141_129531||full	0.587	0.973	0.973	ssDNA	1286	0	33.300	0.000
k141_72702||full	0.867	0.967	0.967	ssDNA	1437	0	33.300	0.000
k141_15961||full	0.893	0.260	0.893	dsDNAphage	845	1	100.000	0.000
k141_163644||full	0.840	0.320	0.840	dsDNAphage	853	1	50.000	0.000
k141_50023||full	0.260	0.640	0.640	ssDNA	2106	0	50.000	0.000
k141_38658||full	0.747	0.133	0.747	dsDNAphage	2909	0	40.000	0.000
k141_152109||full	0.527	0.827	0.827	ssDNA	1116	0	33.300	0.000
k141_50030||full	0.887	0.987	0.987	ssDNA	1229	0	33.300	0.000
k141_50031||full	0.600	0.993	0.993	ssDNA	1102	0	33.300	0.000
k141_129544||full	0.887	0.820	0.887	dsDNAphage	1560	0	16.700	0.000
k141_140787||full	0.587	0.727	0.727	ssDNA	1586	0	50.000	0.000
k141_84234||full	0.967	0.853	0.967	dsDNAphage	2668	0	85.700	0.000
k141_129547||full	0.520	0.127	0.520	dsDNAphage	1075	0	33.300	0.000
k141_50037||full	0.827	0.967	0.967	ssDNA	1558	0	33.300	0.000
k141_38690||full	0.587	0.373	0.587	dsDNAphage	1313	0	33.300	0.000
k141_152166||full	0.640	0.113	0.640	dsDNAphage	1562	0	50.000	0.000
k141_95483||full	0.507	0.300	0.507	dsDNAphage	1364	0	50.000	0.000
k141_27217||full	0.580	0.500	0.580	dsDNAphage	992	0	50.000	0.000
k141_174902||full	0.720	0.207	0.720	dsDNAphage	1040	0	66.700	33.300
k141_4432||full	0.620	0.980	0.980	ssDNA	1051	0	33.300	0.000
k141_38773||full	0.633	0.173	0.633	dsDNAphage	1362	0	33.300	0.000
k141_163731||full	0.673	0.987	0.987	ssDNA	1155	0	33.300	0.000
k141_4443||full	0.913	0.987	0.987	ssDNA	2697	0	20.000	0.000
k141_16066||full	0.620	0.933	0.933	ssDNA	1381	0	33.300	0.000
k141_61328||full	0.853	0.380	0.853	dsDNAphage	2294	0	25.000	0.000
k141_4461||full	0.840	0.733	0.840	dsDNAphage	857	0	50.000	0.000
k141_129656||full	0.387	0.613	0.613	ssDNA	1213	0	100.000	0.000
k141_4490||full	0.613	0.480	0.613	dsDNAphage	1171	0	25.000	0.000
k141_106988||full	0.553	0.313	0.553	dsDNAphage	1091	0	33.300	0.000
k141_174990||full	0.493	0.880	0.880	ssDNA	2209	0	50.000	0.000
k141_4492||full	0.733	0.993	0.993	ssDNA	2279	0	66.700	0.000
k141_72878||full	0.747	0.793	0.793	ssDNA	1185	0	50.000	0.000
k141_163808||full	0.587	0.293	0.587	dsDNAphage	1136	0	50.000	0.000
k141_95616||full	0.453	0.500	0.500	ssDNA	753	0	50.000	0.000
k141_72892||full	0.820	0.933	0.933	ssDNA	1109	0	33.300	0.000
k141_50204||full	0.533	0.073	0.533	dsDNAphage	1829	0	66.700	33.300
k141_141018||full	0.733	0.993	0.993	ssDNA	912	0	100.000	0.000
k141_118362||full	0.693	0.993	0.993	ssDNA	1117	0	50.000	0.000
k141_50213||full	0.867	0.980	0.980	ssDNA	1688	0	33.300	0.000
k141_152346||full	0.773	1.000	1.000	ssDNA	1126	0	100.000	0.000
k141_38837||full	0.920	0.560	0.920	dsDNAphage	1232	0	33.300	0.000
k141_61431||full	0.840	0.173	0.840	dsDNAphage	4115	0	16.700	0.000
k141_129738||full	0.907	1.000	1.000	ssDNA	1973	0	100.000	0.000
k141_129745||full	0.600	0.060	0.600	dsDNAphage	1355	0	33.300	0.000
k141_175076||full	0.887	0.167	0.887	dsDNAphage	1153	0	33.300	0.000
k141_175078||full	0.687	0.993	0.993	ssDNA	1444	0	33.300	0.000
k141_163889||full	0.853	0.993	0.993	ssDNA	2008	0	66.700	0.000
k141_72955||full	0.720	0.920	0.920	ssDNA	1712	0	33.300	0.000
k141_61486||full	0.793	0.300	0.793	dsDNAphage	852	0	33.300	0.000
k141_152444||full	0.953	0.360	0.953	dsDNAphage	1148	0	20.000	0.000
k141_129796||full	1.000	1.000	1.000	dsDNAphage	1699	3	100.000	0.000
k141_175117||full	0.327	0.747	0.747	ssDNA	1512	0	50.000	0.000
k141_84564||full	0.880	0.693	0.880	dsDNAphage	1484	0	40.000	0.000
k141_118476||full	0.720	0.187	0.720	dsDNAphage	1472	0	50.000	25.000
k141_84567||full	0.727	0.620	0.727	dsDNAphage	952	0	66.700	0.000
k141_84571||full	0.600	0.133	0.600	dsDNAphage	1054	0	33.300	0.000
k141_175141||full	0.500	0.140	0.500	dsDNAphage	1112	0	25.000	0.000
k141_152488||full	0.780	0.933	0.933	ssDNA	2033	0	66.700	0.000
