seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
k141_59225	1	3	1	1040	1.0	1.0	1	3	1	1040	NA	NA	0	1	3	1	1040	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_59225||full	1.0	ssDNA
k141_59101	1	4	72	1768	0.58	0.58	1	4	72	1768	NA	NA	0	1	4	72	1768	0.58	0.0	25.0	0.0	50.0	0.0	25.0	0	dsDNAphage	linear	k141_59101||full	0.58	dsDNAphage
k141_58964	1	4	1	1763	0.66	0.66	1	4	1	1763	NA	NA	0	1	4	1	1763	0.66	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_58964||full	0.66	dsDNAphage
k141_58952	1	2	341	1024	0.967	0.967	1	2	341	1024	NA	NA	0	1	2	341	1024	0.967	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_58952||full	0.967	dsDNAphage
k141_58879	1	6	2	4556	0.84	0.84	1	6	2	4556	NA	NA	0	1	6	2	4556	0.84	0.0	0.0	0.0	16.7	0.0	83.3	0	dsDNAphage	linear	k141_58879||full	0.84	dsDNAphage
k141_58799	1	2	3	962	1.0	1.0	1	2	3	962	NA	NA	0	1	2	3	962	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_58799||full	1.0	ssDNA
k141_58674	1	3	3	1661	0.607	0.607	1	3	3	1661	NA	NA	0	1	3	3	1661	0.607	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_58674||full	0.607	dsDNAphage
k141_58536	1	3	105	2784	0.587	0.587	1	3	105	2784	NA	NA	0	1	3	105	2784	0.587	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_58536||full	0.587	dsDNAphage
k141_58467	1	4	2	2223	0.78	0.78	1	4	2	2223	NA	NA	0	1	4	2	2223	0.78	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_58467||full	0.78	dsDNAphage
k141_58008	1	2	1	647	0.967	0.967	1	2	1	647	NA	NA	0	1	2	1	647	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_58008||full	0.967	ssDNA
k141_57893	1	4	2	1875	0.96	0.96	1	4	2	1875	NA	NA	0	1	4	2	1875	0.96	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_57893||full	0.96	ssDNA
k141_57890	1	3	3	983	0.793	0.793	1	3	3	983	NA	NA	0	1	3	3	983	0.793	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_57890||full	0.793	dsDNAphage
k141_57847	1	3	1	1779	0.833	0.833	1	3	1	1779	NA	NA	0	1	3	1	1779	0.833	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_57847||full	0.833	dsDNAphage
k141_57768	1	3	85	1337	0.907	0.907	1	3	85	1337	NA	NA	0	1	3	85	1337	0.907	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_57768||full	0.907	ssDNA
k141_57760	1	3	148	1126	0.913	0.913	1	3	148	1126	NA	NA	0	1	3	148	1126	0.913	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_57760||full	0.913	ssDNA
k141_57539	1	7	77	3943	0.56	0.56	1	7	77	3943	NA	NA	0	1	7	77	3943	0.56	0.0	0.0	0.0	28.6	28.6	42.9	0	dsDNAphage	linear	k141_57539||full	0.56	dsDNAphage
k141_57440	1	3	2	823	0.967	0.967	1	3	2	823	NA	NA	0	1	3	2	823	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_57440||full	0.967	ssDNA
k141_57252	1	3	1	1741	0.993	0.993	1	3	1	1741	NA	NA	0	1	3	1	1741	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_57252||full	0.993	ssDNA
k141_57237	1	2	440	2116	0.933	0.933	1	2	440	2116	NA	NA	0	1	2	440	2116	0.933	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_57237||full	0.933	ssDNA
k141_57179	1	3	3	1211	0.853	0.853	1	3	3	1211	NA	NA	0	1	3	3	1211	0.853	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_57179||full	0.853	ssDNA
k141_57140	1	2	3	1234	0.833	0.833	1	2	3	1234	NA	NA	0	1	2	3	1234	0.833	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_57140||full	0.833	ssDNA
k141_56997	1	5	2	3014	0.927	0.927	1	5	2	3014	NA	NA	0	1	5	2	3014	0.927	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_56997||full	0.927	dsDNAphage
k141_5679	1	4	1	1371	0.767	0.767	1	4	1	1371	NA	NA	0	1	4	1	1371	0.767	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_5679||full	0.767	ssDNA
k141_56607	1	7	2	3901	0.867	0.867	1	7	2	3901	NA	NA	0	1	7	2	3901	0.867	0.0	0.0	0.0	28.6	0.0	71.4	0	dsDNAphage	linear	k141_56607||full	0.867	dsDNAphage
k141_56507	1	5	3	2099	0.647	0.647	1	5	3	2099	NA	NA	0	1	5	3	2099	0.647	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_56507||full	0.647	dsDNAphage
k141_56366	1	2	98	1196	0.827	0.827	1	2	98	1196	NA	NA	0	1	2	98	1196	0.827	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_56366||full	0.827	ssDNA
k141_56332	1	4	2	1015	0.993	0.993	1	4	2	1015	NA	NA	0	1	4	2	1015	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_56332||full	0.993	ssDNA
k141_55958	1	8	215	3778	0.92	0.92	1	8	215	3778	NA	NA	0	1	8	215	3778	0.92	0.0	0.0	0.0	25.0	12.5	62.5	0	dsDNAphage	linear	k141_55958||full	0.92	dsDNAphage
k141_55839	1	3	2	894	0.947	0.947	1	3	2	894	NA	NA	0	1	3	2	894	0.947	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_55839||full	0.947	ssDNA
k141_55684	1	3	3	1266	0.6	0.6	1	3	3	1266	NA	NA	0	1	3	3	1266	0.6	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_55684||full	0.6	dsDNAphage
k141_55610	1	4	2	2394	0.867	0.867	1	4	2	2394	NA	NA	0	1	4	2	2394	0.867	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_55610||full	0.867	ssDNA
k141_55470	1	2	259	1042	0.86	0.86	1	2	259	1042	NA	NA	0	1	2	259	1042	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_55470||full	0.86	dsDNAphage
k141_55454	1	3	2	1116	1.0	1.0	1	3	2	1116	NA	NA	0	1	3	2	1116	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_55454||full	1.0	ssDNA
k141_55401	1	2	1	1201	0.713	0.713	1	2	1	1201	NA	NA	0	1	2	1	1201	0.713	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_55401||full	0.713	dsDNAphage
k141_55290	1	2	1	1373	0.867	0.867	1	2	1	1373	NA	NA	0	1	2	1	1373	0.867	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_55290||full	0.867	ssDNA
k141_55193	1	7	108	2842	0.653	0.653	1	7	108	2842	NA	NA	0	1	7	108	2842	0.653	0.0	14.3	0.0	28.6	0.0	57.1	0	dsDNAphage	linear	k141_55193||full	0.653	dsDNAphage
k141_55152	1	2	1	1089	1.0	1.0	1	2	1	1089	NA	NA	0	1	2	1	1089	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_55152||full	1.0	ssDNA
k141_54728	1	3	1	1360	0.82	0.82	1	3	1	1360	NA	NA	0	1	3	1	1360	0.82	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_54728||full	0.82	ssDNA
k141_54690	1	3	2	2144	0.947	0.947	1	3	2	2144	NA	NA	0	1	3	2	2144	0.947	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_54690||full	0.947	ssDNA
k141_5455	1	2	47	1114	0.907	0.907	1	2	47	1114	NA	NA	0	1	2	47	1114	0.907	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_5455||full	0.907	ssDNA
k141_54387	1	2	1	970	0.933	0.933	1	2	1	970	NA	NA	0	1	2	1	970	0.933	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_54387||full	0.933	ssDNA
k141_54335	1	3	46	2955	0.54	0.54	1	3	46	2955	NA	NA	0	1	3	46	2955	0.54	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_54335||full	0.54	ssDNA
k141_54274	1	4	3	1939	0.813	0.813	1	4	3	1939	NA	NA	0	1	4	3	1939	0.813	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_54274||full	0.813	dsDNAphage
k141_54083	1	3	255	1384	0.907	0.907	1	3	255	1384	NA	NA	0	1	3	255	1384	0.907	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_54083||full	0.907	ssDNA
k141_54053	1	4	2	2543	0.967	0.967	1	4	2	2543	NA	NA	0	1	4	2	2543	0.967	0.0	0.0	0.0	50.0	25.0	25.0	2	dsDNAphage	linear	k141_54053||full	0.967	dsDNAphage
k141_5368	1	5	2	2500	0.567	0.567	1	5	2	2500	NA	NA	0	1	5	2	2500	0.567	0.0	0.0	0.0	40.0	20.0	40.0	0	dsDNAphage	linear	k141_5368||full	0.567	dsDNAphage
k141_53655	1	3	1	1372	0.947	0.947	1	3	1	1372	NA	NA	0	1	3	1	1372	0.947	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_53655||full	0.947	dsDNAphage
k141_53543	1	2	46	1341	0.987	0.987	1	2	46	1341	NA	NA	0	1	2	46	1341	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_53543||full	0.987	ssDNA
k141_53477	1	2	3	1051	0.993	0.993	1	2	3	1051	NA	NA	0	1	2	3	1051	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_53477||full	0.993	ssDNA
k141_53381	1	3	1	1653	1.0	1.0	1	3	1	1653	NA	NA	0	1	3	1	1653	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_53381||full	1.0	ssDNA
k141_53369	1	3	2	1216	0.64	0.64	1	3	2	1216	NA	NA	0	1	3	2	1216	0.64	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_53369||full	0.64	ssDNA
k141_53349	1	3	1	1506	0.607	0.607	1	3	1	1506	NA	NA	0	1	3	1	1506	0.607	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_53349||full	0.607	dsDNAphage
k141_53265	1	2	2	929	0.96	0.96	1	2	2	929	NA	NA	0	1	2	2	929	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_53265||full	0.96	ssDNA
k141_53231	1	3	41	1473	0.873	0.873	1	3	41	1473	NA	NA	0	1	3	41	1473	0.873	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_53231||full	0.873	ssDNA
k141_5313	1	3	1	1009	0.7	0.7	1	3	1	1009	NA	NA	0	1	3	1	1009	0.7	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_5313||full	0.7	dsDNAphage
k141_5309	1	5	183	3611	0.773	0.773	1	5	183	3611	NA	NA	0	1	5	183	3611	0.773	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_5309||full	0.773	ssDNA
k141_52987	1	4	267	2151	0.627	0.627	1	4	267	2151	NA	NA	0	1	4	267	2151	0.627	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_52987||full	0.627	ssDNA
k141_52829	1	3	2	3075	0.74	0.74	1	3	2	3075	NA	NA	0	1	3	2	3075	0.74	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_52829||full	0.74	dsDNAphage
k141_52781	1	8	2	3622	0.94	0.94	1	8	2	3622	NA	NA	0	1	8	2	3622	0.94	0.0	25.0	0.0	50.0	0.0	25.0	1	dsDNAphage	linear	k141_52781||full	0.94	dsDNAphage
k141_52730	1	3	1	1100	0.553	0.553	1	3	1	1100	NA	NA	0	1	3	1	1100	0.553	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_52730||full	0.553	dsDNAphage
k141_52420	1	3	3	1297	0.767	0.767	1	3	3	1297	NA	NA	0	1	3	3	1297	0.767	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_52420||full	0.767	dsDNAphage
k141_52418	1	4	1	4376	0.873	0.873	1	4	1	4376	NA	NA	0	1	4	1	4376	0.873	0.0	25.0	0.0	50.0	0.0	25.0	2	dsDNAphage	linear	k141_52418||full	0.873	dsDNAphage
k141_52089	1	3	3	1060	0.92	0.92	1	3	3	1060	NA	NA	0	1	3	3	1060	0.92	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_52089||full	0.92	ssDNA
k141_52021	1	3	2	1218	0.887	0.887	1	3	2	1218	NA	NA	0	1	3	2	1218	0.887	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_52021||full	0.887	dsDNAphage
k141_51725	1	3	1	1575	0.947	0.947	1	3	1	1575	NA	NA	0	1	3	1	1575	0.947	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_51725||full	0.947	ssDNA
k141_51723	1	2	90	1282	0.78	0.78	1	2	90	1282	NA	NA	0	1	2	90	1282	0.78	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_51723||full	0.78	ssDNA
k141_51632	1	3	1	1143	0.533	0.533	1	3	1	1143	NA	NA	0	1	3	1	1143	0.533	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_51632||full	0.533	dsDNAphage
k141_51505	1	5	3	5083	0.587	0.587	1	5	3	5083	NA	NA	0	1	5	3	5083	0.587	0.0	0.0	0.0	20.0	20.0	60.0	0	dsDNAphage	linear	k141_51505||full	0.587	dsDNAphage
k141_51493	1	4	2	1719	0.82	0.82	1	4	2	1719	NA	NA	0	1	4	2	1719	0.82	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_51493||full	0.82	dsDNAphage
k141_51386	1	3	1	1834	0.813	0.813	1	3	1	1834	NA	NA	0	1	3	1	1834	0.813	0.0	0.0	0.0	33.3	33.3	33.3	1	dsDNAphage	linear	k141_51386||full	0.813	dsDNAphage
k141_51253	1	5	3	2305	0.62	0.62	1	5	3	2305	NA	NA	0	1	5	3	2305	0.62	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_51253||full	0.62	dsDNAphage
k141_51237	1	4	1	1768	0.5	0.5	1	4	1	1768	NA	NA	0	1	4	1	1768	0.5	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_51237||full	0.5	dsDNAphage
k141_51214	1	5	133	1623	0.993	0.993	1	5	133	1623	NA	NA	0	1	5	133	1623	0.993	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	k141_51214||full	0.993	ssDNA
k141_51189	1	3	3	2060	0.727	0.727	1	3	3	2060	NA	NA	0	1	3	3	2060	0.727	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_51189||full	0.727	ssDNA
k141_51120	1	2	204	1244	0.933	0.933	1	2	204	1244	NA	NA	0	1	2	204	1244	0.933	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_51120||full	0.933	ssDNA
k141_50931	1	3	2	1079	0.807	0.807	1	3	2	1079	NA	NA	0	1	3	2	1079	0.807	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_50931||full	0.807	ssDNA
k141_50846	1	4	2	2449	1.0	1.0	1	4	2	2449	NA	NA	0	1	4	2	2449	1.0	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	k141_50846||full	1.0	dsDNAphage
k141_5075	1	2	34	1348	0.947	0.947	1	2	34	1348	NA	NA	0	1	2	34	1348	0.947	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_5075||full	0.947	ssDNA
k141_50718	1	5	1	2299	0.9	0.9	1	5	1	2299	NA	NA	0	1	5	1	2299	0.9	0.0	0.0	0.0	60.0	20.0	20.0	0	dsDNAphage	linear	k141_50718||full	0.9	dsDNAphage
k141_50711	1	2	125	1341	0.92	0.92	1	2	125	1341	NA	NA	0	1	2	125	1341	0.92	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_50711||full	0.92	ssDNA
k141_5071	1	3	2	1972	0.927	0.927	1	3	2	1972	NA	NA	0	1	3	2	1972	0.927	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_5071||full	0.927	ssDNA
k141_50687	1	2	68	1311	0.7	0.7	1	2	68	1311	NA	NA	0	1	2	68	1311	0.7	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_50687||full	0.7	dsDNAphage
k141_50583	1	3	2	1465	0.673	0.673	1	3	2	1465	NA	NA	0	1	3	2	1465	0.673	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_50583||full	0.673	dsDNAphage
k141_50213	1	3	3	1690	0.98	0.98	1	3	3	1690	NA	NA	0	1	3	3	1690	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_50213||full	0.98	ssDNA
k141_50204	1	3	12	1840	0.533	0.533	1	3	12	1840	NA	NA	0	1	3	12	1840	0.533	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_50204||full	0.533	dsDNAphage
k141_50037	1	3	171	1728	0.967	0.967	1	3	171	1728	NA	NA	0	1	3	171	1728	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_50037||full	0.967	ssDNA
k141_50031	1	3	3	1104	0.993	0.993	1	3	3	1104	NA	NA	0	1	3	3	1104	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_50031||full	0.993	ssDNA
k141_50030	1	3	3	1231	0.987	0.987	1	3	3	1231	NA	NA	0	1	3	3	1231	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_50030||full	0.987	ssDNA
k141_50023	1	2	3	2108	0.64	0.64	1	2	3	2108	NA	NA	0	1	2	3	2108	0.64	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_50023||full	0.64	ssDNA
k141_50001	1	3	3	2069	0.567	0.567	1	3	3	2069	NA	NA	0	1	3	3	2069	0.567	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_50001||full	0.567	dsDNAphage
k141_49812	1	4	1	1243	0.96	0.96	1	4	1	1243	NA	NA	0	1	4	1	1243	0.96	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_49812||full	0.96	dsDNAphage
k141_49673	1	3	2	1186	0.807	0.807	1	3	2	1186	NA	NA	0	1	3	2	1186	0.807	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_49673||full	0.807	dsDNAphage
k141_49636	1	11	246	6661	0.893	0.893	1	11	246	6661	NA	NA	0	1	11	246	6661	0.893	0.0	18.2	0.0	54.5	0.0	27.3	1	dsDNAphage	linear	k141_49636||full	0.893	dsDNAphage
k141_49547	1	2	396	1033	0.973	0.973	1	2	396	1033	NA	NA	0	1	2	396	1033	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_49547||full	0.973	ssDNA
k141_49511	1	3	2	1453	0.573	0.573	1	3	2	1453	NA	NA	0	1	3	2	1453	0.573	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_49511||full	0.573	dsDNAphage
k141_4936	1	3	3	1311	0.773	0.773	1	3	3	1311	NA	NA	0	1	3	3	1311	0.773	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_4936||full	0.773	dsDNAphage
k141_49317	1	2	383	1344	0.953	0.953	1	2	383	1344	NA	NA	0	1	2	383	1344	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_49317||full	0.953	ssDNA
k141_4923	1	3	1	1830	0.713	0.713	1	3	1	1830	NA	NA	0	1	3	1	1830	0.713	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_4923||full	0.713	ssDNA
k141_48374	1	4	1	1059	0.84	0.84	1	4	1	1059	NA	NA	0	1	4	1	1059	0.84	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_48374||full	0.84	dsDNAphage
k141_48369	1	2	149	1560	0.88	0.88	1	2	149	1560	NA	NA	0	1	2	149	1560	0.88	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_48369||full	0.88	ssDNA
k141_48284	1	2	1	1147	0.64	0.64	1	2	1	1147	NA	NA	0	1	2	1	1147	0.64	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_48284||full	0.64	dsDNAphage
k141_4827	1	3	2	1171	0.893	0.893	1	3	2	1171	NA	NA	0	1	3	2	1171	0.893	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_4827||full	0.893	dsDNAphage
k141_48000	1	2	45	1099	0.587	0.587	1	2	45	1099	NA	NA	0	1	2	45	1099	0.587	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	k141_48000||full	0.587	dsDNAphage
k141_47955	1	3	2	1063	0.993	0.993	1	3	2	1063	NA	NA	0	1	3	2	1063	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_47955||full	0.993	ssDNA
k141_47798	1	7	1	3543	0.98	0.98	1	7	1	3543	NA	NA	0	1	7	1	3543	0.98	0.0	0.0	0.0	57.1	0.0	42.9	0	dsDNAphage	linear	k141_47798||full	0.98	dsDNAphage
k141_4771	1	3	2	1175	0.813	0.813	1	3	2	1175	NA	NA	0	1	3	2	1175	0.813	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_4771||full	0.813	ssDNA
k141_47579	1	2	3	1053	0.94	0.94	1	2	3	1053	NA	NA	0	1	2	3	1053	0.94	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_47579||full	0.94	ssDNA
k141_47550	1	3	1	2086	0.847	0.847	1	3	1	2086	NA	NA	0	1	3	1	2086	0.847	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_47550||full	0.847	ssDNA
k141_47477	1	3	1	2059	0.967	0.967	1	3	1	2059	NA	NA	0	1	3	1	2059	0.967	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_47477||full	0.967	ssDNA
k141_47275	1	2	3	821	0.967	0.967	1	2	3	821	NA	NA	0	1	2	3	821	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_47275||full	0.967	ssDNA
k141_47255	1	6	2	2112	0.833	0.833	1	6	2	2112	NA	NA	0	1	6	2	2112	0.833	0.0	0.0	0.0	16.7	0.0	83.3	0	dsDNAphage	linear	k141_47255||full	0.833	dsDNAphage
k141_47214	1	21	1	14163	0.967	0.98	1	21	1	14163	NA	NA	0	1	21	1	14163	0.967	0.0	0.0	0.0	47.6	0.0	52.4	4	dsDNAphage	linear	k141_47214||full	0.967	dsDNAphage
k141_47170	1	3	3	2541	0.66	0.66	1	3	3	2541	NA	NA	0	1	3	3	2541	0.66	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_47170||full	0.66	dsDNAphage
k141_47136	1	6	3	1925	0.953	0.953	1	6	3	1925	NA	NA	0	1	6	3	1925	0.953	0.0	0.0	0.0	100.0	0.0	0.0	5	dsDNAphage	linear	k141_47136||full	0.953	dsDNAphage
k141_47082	1	4	31	1799	0.627	0.627	1	4	31	1799	NA	NA	0	1	4	31	1799	0.627	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_47082||full	0.627	ssDNA
k141_47022	1	3	12	3091	0.553	0.553	1	3	12	3091	NA	NA	0	1	3	12	3091	0.553	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_47022||full	0.553	dsDNAphage
k141_4697	1	2	17	1069	1.0	1.0	1	2	17	1069	NA	NA	0	1	2	17	1069	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_4697||full	1.0	ssDNA
k141_46965	1	4	3	1351	0.993	0.993	1	4	3	1351	NA	NA	0	1	4	3	1351	0.993	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	k141_46965||full	0.993	dsDNAphage
k141_46953	1	3	2	1449	0.907	0.907	1	3	2	1449	NA	NA	0	1	3	2	1449	0.907	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_46953||full	0.907	ssDNA
k141_4664	1	4	86	1769	0.547	0.547	1	4	86	1769	NA	NA	0	1	4	86	1769	0.547	0.0	0.0	0.0	50.0	25.0	25.0	0	dsDNAphage	linear	k141_4664||full	0.547	dsDNAphage
k141_46622	1	2	114	945	0.947	0.947	1	2	114	945	NA	NA	0	1	2	114	945	0.947	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_46622||full	0.947	dsDNAphage
k141_46331	1	2	72	1052	0.667	0.667	1	2	72	1052	NA	NA	0	1	2	72	1052	0.667	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_46331||full	0.667	ssDNA
k141_46232	1	2	1	1148	0.993	0.993	1	2	1	1148	NA	NA	0	1	2	1	1148	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_46232||full	0.993	ssDNA
k141_46107	1	2	89	1435	0.867	0.867	1	2	89	1435	NA	NA	0	1	2	89	1435	0.867	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_46107||full	0.867	ssDNA
k141_46	1	2	56	1227	0.713	0.713	1	2	56	1227	NA	NA	0	1	2	56	1227	0.713	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_46||full	0.713	dsDNAphage
k141_45855	1	2	1	933	0.96	0.96	1	2	1	933	NA	NA	0	1	2	1	933	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_45855||full	0.96	ssDNA
k141_45839	1	3	2	1043	0.927	0.927	1	3	2	1043	NA	NA	0	1	3	2	1043	0.927	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_45839||full	0.927	dsDNAphage
k141_45801	1	2	126	1662	0.827	0.827	1	2	126	1662	NA	NA	0	1	2	126	1662	0.827	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_45801||full	0.827	ssDNA
